MeasurementTime,VehicleType,VehicleFlowRate,AverageVehicleSpeed,CountyNo,Geometry,RegionId
2025-08-03T10:47:00.000+02:00,anyVehicle,600,61.88,1,"{'SWEREF99TM': 'POINT (673566.96 6581066.89)', 'WGS84': 'POINT (18.051226 59.33262)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,960,56.41,1,"{'SWEREF99TM': 'POINT (674899.99 6578854.9)', 'WGS84': 'POINT (18.072828 59.312233)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,360,60.84,1,"{'SWEREF99TM': 'POINT (674332.03 6580371.21)', 'WGS84': 'POINT (18.06409 59.326065)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,55.48,1,"{'SWEREF99TM': 'POINT (675051.97 6578305.07)', 'WGS84': 'POINT (18.075048 59.30724)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,72.36,1,"{'SWEREF99TM': 'POINT (675458 6577467.93)', 'WGS84': 'POINT (18.08149 59.299564)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,60,65.88,1,"{'SWEREF99TM': 'POINT (675688 6576843.03)', 'WGS84': 'POINT (18.085014 59.293865)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,61.74,1,"{'SWEREF99TM': 'POINT (675874.97 6576225.08)', 'WGS84': 'POINT (18.08779 59.288246)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,960,59.56,1,"{'SWEREF99TM': 'POINT (674482.99 6580142.92)', 'WGS84': 'POINT (18.066555 59.323956)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,33.64,1,"{'SWEREF99TM': 'POINT (674653.03 6579710.9)', 'WGS84': 'POINT (18.06919 59.32001)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,780,59.34,1,"{'SWEREF99TM': 'POINT (674533.05 6579966.99)', 'WGS84': 'POINT (18.067291 59.322357)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,52.04,1,"{'SWEREF99TM': 'POINT (674097.99 6580614.83)', 'WGS84': 'POINT (18.06018 59.328346)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,53.9,1,"{'SWEREF99TM': 'POINT (674398.95 6580287.09)', 'WGS84': 'POINT (18.065197 59.325283)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1140,50.61,1,"{'SWEREF99TM': 'POINT (674331 6580369.89)', 'WGS84': 'POINT (18.064072 59.326054)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,60,39.96,1,"{'SWEREF99TM': 'POINT (674721.97 6579435.01)', 'WGS84': 'POINT (18.070175 59.31751)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,26.82,1,"{'SWEREF99TM': 'POINT (674081.98 6580736.19)', 'WGS84': 'POINT (18.059998 59.32944)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,180,54.84,1,"{'SWEREF99TM': 'POINT (673565.05 6581065.96)', 'WGS84': 'POINT (18.051191 59.33261)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,68.17,1,"{'SWEREF99TM': 'POINT (674897.96 6578853.95)', 'WGS84': 'POINT (18.072792 59.312225)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,480,71.96,1,"{'SWEREF99TM': 'POINT (675518.96 6577338.03)', 'WGS84': 'POINT (18.082453 59.298374)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1080,59.02,1,"{'SWEREF99TM': 'POINT (674189.99 6580516.97)', 'WGS84': 'POINT (18.061716 59.32743)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,64.73,1,"{'SWEREF99TM': 'POINT (675648.01 6577018.15)', 'WGS84': 'POINT (18.084455 59.295452)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,73.83,1,"{'SWEREF99TM': 'POINT (675049.94 6578304.12)', 'WGS84': 'POINT (18.075012 59.30723)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,780,54.19,1,"{'SWEREF99TM': 'POINT (674586.03 6579846.06)', 'WGS84': 'POINT (18.068123 59.32125)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,300,52.63,1,"{'SWEREF99TM': 'POINT (674760.96 6579204.97)', 'WGS84': 'POINT (18.070673 59.31543)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,240,79.83,1,"{'SWEREF99TM': 'POINT (674797.98 6579119.04)', 'WGS84': 'POINT (18.071253 59.314644)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,420,74.62,1,"{'SWEREF99TM': 'POINT (675473 6577454.16)', 'WGS84': 'POINT (18.081741 59.299435)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,900,54.98,1,"{'SWEREF99TM': 'POINT (674842 6579032.17)', 'WGS84': 'POINT (18.071955 59.313847)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,720,61.26,1,"{'SWEREF99TM': 'POINT (674606.96 6579755.14)', 'WGS84': 'POINT (18.068417 59.320427)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,720,60.6,1,"{'SWEREF99TM': 'POINT (673624.05 6580935.94)', 'WGS84': 'POINT (18.052122 59.33142)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,840,45.13,1,"{'SWEREF99TM': 'POINT (673736.95 6580775.21)', 'WGS84': 'POINT (18.053974 59.329933)'}",4
2025-08-02T18:01:00.000+02:00,anyVehicle,60,13.68,1,"{'SWEREF99TM': 'POINT (674186.97 6580792.91)', 'WGS84': 'POINT (18.061886 59.329906)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,780,66.79,1,"{'SWEREF99TM': 'POINT (674657.95 6579623.07)', 'WGS84': 'POINT (18.069204 59.31922)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1320,59.96,1,"{'SWEREF99TM': 'POINT (675091.99 6578166.11)', 'WGS84': 'POINT (18.075638 59.305977)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,840,56.6,1,"{'SWEREF99TM': 'POINT (674635 6579705.81)', 'WGS84': 'POINT (18.068869 59.319973)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,300,83.66,1,"{'SWEREF99TM': 'POINT (675195 6577907.12)', 'WGS84': 'POINT (18.077234 59.30361)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,57.08,1,"{'SWEREF99TM': 'POINT (673529.03 6581168.95)', 'WGS84': 'POINT (18.050642 59.33355)'}",4
2025-08-03T10:46:00.000+02:00,anyVehicle,180,69.84,1,"{'SWEREF99TM': 'POINT (675742.97 6576657.12)', 'WGS84': 'POINT (18.085827 59.292175)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,360,76.14,1,"{'SWEREF99TM': 'POINT (674849.97 6578967.87)', 'WGS84': 'POINT (18.072042 59.313267)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,360,45.18,1,"{'SWEREF99TM': 'POINT (674076.02 6580664.87)', 'WGS84': 'POINT (18.059835 59.328804)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,480,42.39,1,"{'SWEREF99TM': 'POINT (674079.98 6580744.18)', 'WGS84': 'POINT (18.059969 59.329514)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,36.48,1,"{'SWEREF99TM': 'POINT (674111 6580703.06)', 'WGS84': 'POINT (18.06048 59.329132)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,960,34.56,1,"{'SWEREF99TM': 'POINT (674165.98 6580746.01)', 'WGS84': 'POINT (18.06148 59.329494)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,46.26,1,"{'SWEREF99TM': 'POINT (674709.95 6579414.89)', 'WGS84': 'POINT (18.069948 59.317333)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,480,62.1,1,"{'SWEREF99TM': 'POINT (674533.99 6579967.88)', 'WGS84': 'POINT (18.067308 59.322365)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,720,67.77,1,"{'SWEREF99TM': 'POINT (674994.99 6578504.93)', 'WGS84': 'POINT (18.074211 59.309055)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1080,54.38,1,"{'SWEREF99TM': 'POINT (673706.97 6580789.15)', 'WGS84': 'POINT (18.05346 59.33007)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,67.36,1,"{'SWEREF99TM': 'POINT (674745.02 6579350.15)', 'WGS84': 'POINT (18.07051 59.31674)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,60,45.0,1,"{'SWEREF99TM': 'POINT (674747.04 6579351.09)', 'WGS84': 'POINT (18.070547 59.316746)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1020,63.66,1,"{'SWEREF99TM': 'POINT (675000.96 6578443.94)', 'WGS84': 'POINT (18.074266 59.308506)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,61.45,1,"{'SWEREF99TM': 'POINT (675647.98 6576967.1)', 'WGS84': 'POINT (18.084414 59.294994)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,480,30.92,1,"{'SWEREF99TM': 'POINT (674166.99 6580745.2)', 'WGS84': 'POINT (18.061497 59.329487)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1200,66.46,1,"{'SWEREF99TM': 'POINT (674892.98 6578837.13)', 'WGS84': 'POINT (18.072691 59.312077)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,840,60.79,1,"{'SWEREF99TM': 'POINT (674576.02 6579843.9)', 'WGS84': 'POINT (18.067945 59.321236)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,67.22,1,"{'SWEREF99TM': 'POINT (674693.05 6579514.93)', 'WGS84': 'POINT (18.069733 59.318237)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,55.62,1,"{'SWEREF99TM': 'POINT (674191.04 6580517.87)', 'WGS84': 'POINT (18.061735 59.32744)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,840,64.21,1,"{'SWEREF99TM': 'POINT (674797.04 6579118.15)', 'WGS84': 'POINT (18.071236 59.314636)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,77.4,1,"{'SWEREF99TM': 'POINT (675877.03 6576225.17)', 'WGS84': 'POINT (18.087826 59.288246)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,59.2,1,"{'SWEREF99TM': 'POINT (674415 6580283.15)', 'WGS84': 'POINT (18.065475 59.32524)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,62.93,1,"{'SWEREF99TM': 'POINT (675857.01 6576283.8)', 'WGS84': 'POINT (18.087523 59.28878)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,60,51.84,1,"{'SWEREF99TM': 'POINT (675647.04 6576966.2)', 'WGS84': 'POINT (18.084396 59.294987)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,360,79.0,1,"{'SWEREF99TM': 'POINT (667015.03 6593865.88)', 'WGS84': 'POINT (17.946177 59.450047)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,660,90.39,1,"{'SWEREF99TM': 'POINT (656324.99 6566752.02)', 'WGS84': 'POINT (17.738213 59.210953)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,113.92,1,"{'SWEREF99TM': 'POINT (656323.98 6566757.93)', 'WGS84': 'POINT (17.7382 59.211006)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1320,78.55,1,"{'SWEREF99TM': 'POINT (667995.79 6575824.89)', 'WGS84': 'POINT (17.949364 59.28786)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,780,73.92,1,"{'SWEREF99TM': 'POINT (667992.78 6575831.57)', 'WGS84': 'POINT (17.949316 59.28792)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1380,80.87,1,"{'SWEREF99TM': 'POINT (668520.65 6575982.59)', 'WGS84': 'POINT (17.958687 59.289066)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1020,74.82,1,"{'SWEREF99TM': 'POINT (669510.06 6576033.49)', 'WGS84': 'POINT (17.97607 59.289127)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,73.5,1,"{'SWEREF99TM': 'POINT (669599.22 6576008.13)', 'WGS84': 'POINT (17.977613 59.288864)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,900,79.93,1,"{'SWEREF99TM': 'POINT (670381.65 6576146.57)', 'WGS84': 'POINT (17.991438 59.28979)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,840,86.5,1,"{'SWEREF99TM': 'POINT (670380.11 6576149.47)', 'WGS84': 'POINT (17.991413 59.289818)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,240,62.75,1,"{'SWEREF99TM': 'POINT (670125.67 6576041.49)', 'WGS84': 'POINT (17.986868 59.28895)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,900,62.0,1,"{'SWEREF99TM': 'POINT (675575.96 6598140.01)', 'WGS84': 'POINT (18.100454 59.484882)'}",4
2025-08-03T04:26:00.000+02:00,anyVehicle,60,68.04,14,"{'SWEREF99TM': 'POINT (318686.32 6399672.4)', 'WGS84': 'POINT (11.957132 57.702606)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,120,82.62,14,"{'SWEREF99TM': 'POINT (319765.51 6400842.89)', 'WGS84': 'POINT (11.974339 57.71354)'}",5
2025-08-03T10:46:00.000+02:00,anyVehicle,60,84.96,14,"{'SWEREF99TM': 'POINT (319125.38 6400408.84)', 'WGS84': 'POINT (11.963936 57.70939)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,540,61.44,1,"{'SWEREF99TM': 'POINT (674406.04 6577031)', 'WGS84': 'POINT (18.062693 59.29608)'}",4
2025-08-03T10:47:00.000+02:00,car,540,81.3,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-03T10:34:00.000+02:00,trailer,60,83.1,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-03T10:45:00.000+02:00,bus,60,70.9,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,540,81.3,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-03T10:47:00.000+02:00,car,660,84.8,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:38:00.000+02:00,carWithTrailer,60,82.0,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:43:00.000+02:00,lorry,60,78.1,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,660,84.8,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:47:00.000+02:00,car,180,68.6,14,"{'SWEREF99TM': 'POINT (323395.02 6410134.94)', 'WGS84': 'POINT (12.028336 57.798332)'}",5
2025-08-03T10:33:00.000+02:00,lorry,60,72.0,14,"{'SWEREF99TM': 'POINT (323395.02 6410134.94)', 'WGS84': 'POINT (12.028336 57.798332)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,180,68.6,14,"{'SWEREF99TM': 'POINT (323395.02 6410134.94)', 'WGS84': 'POINT (12.028336 57.798332)'}",5
2025-08-03T10:47:00.000+02:00,car,360,90.9,14,"{'SWEREF99TM': 'POINT (321852.99 6404312.16)', 'WGS84': 'POINT (12.006756 57.74549)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,360,90.9,14,"{'SWEREF99TM': 'POINT (321852.99 6404312.16)', 'WGS84': 'POINT (12.006756 57.74549)'}",5
2025-08-03T10:44:00.000+02:00,lorry,60,64.0,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-03T10:30:00.000+02:00,bus,60,79.9,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:45:00.000+02:00,carWithTrailer,60,78.1,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-03T10:45:00.000+02:00,lorry,60,91.0,14,"{'SWEREF99TM': 'POINT (321852.99 6404312.16)', 'WGS84': 'POINT (12.006756 57.74549)'}",5
2025-08-03T10:35:00.000+02:00,trailer,60,78.8,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:40:00.000+02:00,bus,60,46.0,14,"{'SWEREF99TM': 'POINT (323395.02 6410134.94)', 'WGS84': 'POINT (12.028336 57.798332)'}",5
2025-08-02T23:22:00.000+02:00,bus,60,84.9,14,"{'SWEREF99TM': 'POINT (321852.99 6404312.16)', 'WGS84': 'POINT (12.006756 57.74549)'}",5
2025-08-03T10:05:00.000+02:00,carWithTrailer,60,61.9,14,"{'SWEREF99TM': 'POINT (323395.02 6410134.94)', 'WGS84': 'POINT (12.028336 57.798332)'}",5
2025-08-03T10:02:00.000+02:00,trailer,60,50.0,14,"{'SWEREF99TM': 'POINT (323395.02 6410134.94)', 'WGS84': 'POINT (12.028336 57.798332)'}",5
2025-08-02T20:27:00.000+02:00,carWithTrailer,60,78.8,14,"{'SWEREF99TM': 'POINT (321852.99 6404312.16)', 'WGS84': 'POINT (12.006756 57.74549)'}",5
2025-08-03T09:55:00.000+02:00,other,60,90.0,14,"{'SWEREF99TM': 'POINT (324199.97 6402366.88)', 'WGS84': 'POINT (12.047553 57.728966)'}",5
2025-08-02T17:56:00.000+02:00,trailer,60,87.1,14,"{'SWEREF99TM': 'POINT (321852.99 6404312.16)', 'WGS84': 'POINT (12.006756 57.74549)'}",5
2025-08-02T04:57:00.000+02:00,other,60,90.0,14,"{'SWEREF99TM': 'POINT (324189.02 6402381.82)', 'WGS84': 'POINT (12.0473585 57.729095)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,960,65.14,14,"{'SWEREF99TM': 'POINT (314863.85 6396868.4)', 'WGS84': 'POINT (11.895243 57.6759)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,240,70.65,14,"{'SWEREF99TM': 'POINT (314866.94 6396868.69)', 'WGS84': 'POINT (11.895294 57.675903)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,900,66.96,14,"{'SWEREF99TM': 'POINT (314478.74 6395994.2)', 'WGS84': 'POINT (11.889467 57.6679)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,300,56.3,14,"{'SWEREF99TM': 'POINT (314488.69 6395991.2)', 'WGS84': 'POINT (11.889636 57.667877)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,660,91.34,1,"{'SWEREF99TM': 'POINT (658801.02 6567791.88)', 'WGS84': 'POINT (17.782284 59.21936)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,180,73.0,1,"{'SWEREF99TM': 'POINT (695350.05 6579845.8)', 'WGS84': 'POINT (18.432304 59.312157)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,360,27.8,1,"{'SWEREF99TM': 'POINT (695351.98 6579837.82)', 'WGS84': 'POINT (18.432331 59.312084)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,420,84.14,1,"{'SWEREF99TM': 'POINT (664371.98 6588118.15)', 'WGS84': 'POINT (17.895214 59.39954)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,420,74.83,14,"{'SWEREF99TM': 'POINT (317920.47 6399495.52)', 'WGS84': 'POINT (11.944434 57.70071)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,480,75.6,1,"{'SWEREF99TM': 'POINT (668431.01 6588841.93)', 'WGS84': 'POINT (17.967167 59.404427)'}",4
2025-08-03T09:39:00.000+02:00,anyVehicle,60,36.72,1,"{'SWEREF99TM': 'POINT (666296.99 6590313.04)', 'WGS84': 'POINT (17.93077 59.41847)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1380,77.62,1,"{'SWEREF99TM': 'POINT (662158.98 6571045.97)', 'WGS84': 'POINT (17.843464 59.247276)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,60,99.0,14,"{'SWEREF99TM': 'POINT (320612.88 6401326.92)', 'WGS84': 'POINT (11.98818 57.71822)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,60,72.0,14,"{'SWEREF99TM': 'POINT (320616.27 6401317.42)', 'WGS84': 'POINT (11.988244 57.718136)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,480,86.94,1,"{'SWEREF99TM': 'POINT (671739.98 6582263.12)', 'WGS84': 'POINT (18.020113 59.344093)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,60,72.16,14,"{'SWEREF99TM': 'POINT (315260.99 6397870.52)', 'WGS84': 'POINT (11.901124 57.68505)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,300,88.34,14,"{'SWEREF99TM': 'POINT (314470.9 6395755.12)', 'WGS84': 'POINT (11.88952 57.665752)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,900,73.9,14,"{'SWEREF99TM': 'POINT (314467.43 6395754)', 'WGS84': 'POINT (11.889462 57.66574)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,240,72.0,1,"{'SWEREF99TM': 'POINT (675128.97 6597826.92)', 'WGS84': 'POINT (18.092318 59.48226)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,86.0,1,"{'SWEREF99TM': 'POINT (667470.96 6594601.15)', 'WGS84': 'POINT (17.954782 59.45646)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,240,68.22,14,"{'SWEREF99TM': 'POINT (319848.29 6400911.49)', 'WGS84': 'POINT (11.975675 57.714188)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,60,59.04,14,"{'SWEREF99TM': 'POINT (320517.36 6401312.89)', 'WGS84': 'POINT (11.986589 57.718056)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,180,66.72,14,"{'SWEREF99TM': 'POINT (319996.49 6401011.62)', 'WGS84': 'POINT (11.978084 57.715145)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,360,69.84,14,"{'SWEREF99TM': 'POINT (319999.82 6401005.94)', 'WGS84': 'POINT (11.978144 57.715096)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,60,63.0,14,"{'SWEREF99TM': 'POINT (320004.29 6400998.94)', 'WGS84': 'POINT (11.978224 57.715034)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,60,77.04,14,"{'SWEREF99TM': 'POINT (320210.09 6401102.45)', 'WGS84': 'POINT (11.981596 57.716045)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,240,75.24,14,"{'SWEREF99TM': 'POINT (320135.29 6401093.88)', 'WGS84': 'POINT (11.980349 57.71594)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,60,81.0,14,"{'SWEREF99TM': 'POINT (319997.79 6401009.01)', 'WGS84': 'POINT (11.978107 57.715122)'}",5
2025-08-03T10:47:00.000+02:00,anyVehicle,720,72.63,1,"{'SWEREF99TM': 'POINT (671606.03 6585001.19)', 'WGS84': 'POINT (18.019943 59.368702)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,480,89.73,1,"{'SWEREF99TM': 'POINT (671616.95 6585002.11)', 'WGS84': 'POINT (18.020136 59.368706)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,960,75.4,1,"{'SWEREF99TM': 'POINT (672090.02 6584024.8)', 'WGS84': 'POINT (18.027666 59.35975)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1320,78.89,1,"{'SWEREF99TM': 'POINT (671962 6584346.95)', 'WGS84': 'POINT (18.025675 59.36269)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1320,91.23,1,"{'SWEREF99TM': 'POINT (660509.96 6569779.15)', 'WGS84': 'POINT (17.813652 59.23654)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,360,96.42,1,"{'SWEREF99TM': 'POINT (672029.05 6584173.89)', 'WGS84': 'POINT (18.026714 59.36111)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,900,84.48,1,"{'SWEREF99TM': 'POINT (664124.03 6588143.95)', 'WGS84': 'POINT (17.890873 59.399868)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,480,78.61,1,"{'SWEREF99TM': 'POINT (666668.03 6587299.19)', 'WGS84': 'POINT (17.93496 59.391293)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,81.4,1,"{'SWEREF99TM': 'POINT (672218.98 6583858.82)', 'WGS84': 'POINT (18.029799 59.358208)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,240,98.19,1,"{'SWEREF99TM': 'POINT (672096.02 6584028.91)', 'WGS84': 'POINT (18.027775 59.359783)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,720,74.49,1,"{'SWEREF99TM': 'POINT (673193.98 6585701.91)', 'WGS84': 'POINT (18.048407 59.374336)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,720,95.16,1,"{'SWEREF99TM': 'POINT (668745.98 6588597.79)', 'WGS84': 'POINT (17.972515 59.40211)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,75.4,1,"{'SWEREF99TM': 'POINT (672107.95 6584057.95)', 'WGS84': 'POINT (18.028008 59.36004)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,96.08,1,"{'SWEREF99TM': 'POINT (660507.99 6569782.05)', 'WGS84': 'POINT (17.81362 59.23657)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,600,81.18,1,"{'SWEREF99TM': 'POINT (672026.06 6584172.91)', 'WGS84': 'POINT (18.02666 59.361103)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,780,82.77,1,"{'SWEREF99TM': 'POINT (664502.97 6588111.1)', 'WGS84': 'POINT (17.897512 59.399426)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,960,72.5,1,"{'SWEREF99TM': 'POINT (672216.02 6583856.98)', 'WGS84': 'POINT (18.029745 59.358192)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,780,89.47,1,"{'SWEREF99TM': 'POINT (661874 6570560.87)', 'WGS84': 'POINT (17.838112 59.243034)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1620,64.97,1,"{'SWEREF99TM': 'POINT (664503.02 6588114.93)', 'WGS84': 'POINT (17.897516 59.39946)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,300,78.98,1,"{'SWEREF99TM': 'POINT (672111 6584060.22)', 'WGS84': 'POINT (18.028063 59.360058)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,540,83.72,1,"{'SWEREF99TM': 'POINT (666199.98 6587503.15)', 'WGS84': 'POINT (17.926888 59.393307)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,120,76.5,1,"{'SWEREF99TM': 'POINT (672016.03 6584169.05)', 'WGS84': 'POINT (18.026482 59.361073)'}",4
2025-08-03T10:47:00.000+02:00,anyVehicle,1140,104.89,1,"{'SWEREF99TM': 'POINT (660511.96 6569775.83)', 'WGS84': 'POINT (17.813684 59.23651)'}",4
